"""Id"",""Date"",""Name of document"",""Result of vote"",""Parliament or council"",""Policy area""";;;;
"1099,07/10/10,""Health care systems in Sub-Saharan Africa and Global Health - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Development""";;;;
"1100,22/09/10,""Draft amending budget no 7/2010: guarantee provided by the European Union in accordance with the provisions of Article 122 of the TFEU – financial assistance to Member States - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1101,22/09/10,""Pharmacovigilance of medicinal products (amendment of Regulation (EC) No 726/2004) - Draft legislative resolution : Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1102,22/09/10,""Pharmacovigilance (amendment of Directive 2001/83/EC) - Draft legislative resolution : Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1103,22/09/10,""Refund of value added tax - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1104,22/09/10,""Multiannual financial framework for 2007-2013 - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1105,22/09/10,""Placing on the market and use of biocidal products - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1106,22/09/10,""European Insurance and Occupational Pensions Authority - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1107,22/09/10,""Macro-prudential oversight of the financial system and establishment of a European Systemic Risk Board - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1108,22/09/10,""Powers of the European Banking Authority, the European Insurance and Occupational Pensions Authority and the European Securities and Markets Authority - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1109,22/09/10,""European Banking Authority - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1110,22/09/10,""Specific tasks for the European Central Bank concerning the functioning of the European Systemic Risk Board - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1111,22/09/10,""European Securities and Markets Authority - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1112,22/09/10,""Enforcement of intellectual property rights in the internal market - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Legal affairs""";;;;
"1113,22/09/10,""European strategy for the economic and social development of mountain regions, islands and sparsely populated areas - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Environment & public health""";;;;
"1114,21/09/10,""Draft amending budget No 5/2010: OLAF and the review of own resources - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1115,21/09/10,""Investigation and prevention of accidents and incidents in civil aviation - Draft legislative resolution : Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Transport & tourism""";;;;
"1116,21/09/10,""Security of gas supply - Draft legislative resolution : Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Industry, research & energy""";;;;
"1117,21/09/10,""Trade and economic relations with Turkey - Motion for a resolution : Alternative motionfor a resolution,amendment 1"",""-"",""EP"",""International trade""";;;;
"1118,09/09/10,""Human rights in Syria, in particular the case of Haythan Al - Maleh - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1119,08/09/10,""Protection of animals used for scientific purposes - Draft legislative resolution-Recommendation for second reading : Article 2, paragraph 1, subpara 1,amendment 1 - ordinary legislative procedure, second reading"",""-"",""EP"",""Agriculture""";;;;
"1120,08/09/10,""Guidelines for the employment policies of the Member States - Draft legislative resolution-Recommendation for second reading : Vote: legislative resolution   - consultation"",""+"",""EP"",""Employment & social affairs""";;;;
"1121,08/09/10,""Human rights in Iran, in particular the cases of Sakineh Mohammadi-Ashtiani and of Zahra Bahrami - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1122,07/09/10,""Freedom of movement for workers within the Union  - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Legal affairs""";;;;
"1123,07/09/10,""Authentication of euro coins and handling of euro coins unfit for circulation - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1124,07/09/10,""Macro-financial assistance for the Republic of Moldova - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""International trade""";;;;
"1125,07/09/10,""Temporary suspension of autonomous Common Customs Tariff duties on imports of certain industrial products into Madeira and the Azores - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Regional development""";;;;
"1126,07/09/10,""Draft amending budget No 2/2010 BEREC (Office of the Body of the European Regulators for Electronic Communications) - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1127,07/09/10,""Fair revenues for farmers: A better functioning food supply chain in Europe - Motion for a resolution : Paragraph 13"",""-"",""EP"",""Agriculture""";;;;
"1128,07/09/10,""Role of women in an ageing society - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Gender equality""";;;;
"1129,08/07/10,""Agreement between the EU and the USA on the processing and transfer of financial messaging data from the EU to the USA for purposes of the Terrorist Finance Tracking Program - Draft legislative resolution :   Vote: legislative resolution   - consent"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1130,08/07/10,""European External Action Service - Draft legislative resolution :   Vote: legislative resolution   - consultation"",""+"",""EP"",""Foreign & security policy""";;;;
"1131,08/07/10,""Kosovo - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1132,08/07/10,""Albania - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1133,08/07/10,""Entry into force on 1 August 2010 of the Convention on Cluster Munitions (CCM) and the role of the EU - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1134,08/07/10,""Future of the CAP after 2013 - Motion for a resolution : After paragraph 5,amendment 1"",""+"",""EP"",""Agriculture""";;;;
"1135,08/07/10,""Arrangements for importing fishery and aquaculture products into the EU with a view to the future reform of the CFP - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Fisheries""";;;;
"1136,08/07/10,""Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law-Venezuela, in particular the case of Maria Lourdes Afiuni - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1137,08/07/10,""Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law -North Korea - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1138,07/07/10,""Remuneration of directors of listed companies and remuneration policies in the financial services sector - Motion for a resolution : single vote"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1139,07/07/10,""Novel foods - Recommendation for second reading: draft legislative resolution : Amendments by the committee responsible – separate votes,amendment 11 - ordinary legislative procedure, second reading"",""+"",""EP"",""Environment & public health""";;;;
"1140,07/07/10,""Industrial emissions (integrated pollution prevention and control) (recast) - Recommendation for second reading: draft legislative resolution : Text as a whole block 1 -compromise  ,amendment 77 - ordinary legislative procedure, second reading"",""+"",""EP"",""Environment & public health""";;;;
"1141,07/07/10,""Obligations of operators who place timber and timber products on the market - Recommendation for second reading: draft legislative resolution : Text as a whole block 1 -compromise  ,amendment 94 - ordinary legislative procedure, second reading"",""+"",""EP"",""Environment & public health""";;;;
"1142,07/07/10,""Powers of the European Banking Authority, the European Insurance and Occupational Pensions Authority and the European Securities and Markets Authority - Draft legislative resolution : Postpone final vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1143,07/07/10,""European Securities and Markets Authority - Draft legislative resolution : Vote: amended proposal - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1144,07/07/10,""Macro-prudential oversight of the financial system and establishment of a European Systemic Risk Board - Draft legislative resolution : Vote: amended proposal - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1145,07/07/10,""European Banking Authority - Draft legislative resolution : Vote: amended proposal - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1146,07/07/10,""European Insurance and Occupational Pensions Authority - Draft legislative resolution : Vote: amended proposal - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1147,07/07/10,""Capital requirements for the trading book and for re-securitisations, and the supervisory review of remuneration policies - Draft legislative resolution : Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1148,07/07/10,""Specific tasks for the European Central Bank concerning the functioning of the European Systemic Risk Board - Draft legislative resolution : Vote: amended proposal - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1149,07/07/10,""Motions for resolutions - European Financial Stability Facility and European Financial Stabilisation Mechanism and future actions - Motion for a resolution : Paragraph 10"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1150,07/07/10,""Iceland's application for membership of the European Union - Motion for a resolution : Paragraph 26"",""+"",""EP"",""Foreign & security policy""";;;;
"1151,06/07/10,""Quality of statistical data in the context of the excessive deficit procedure - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1152,06/07/10,""Contribution of EU regional policy towards fighting the financial and economic crisis, with a special reference to Objective 2 - Motion for a resolution : single vote"",""+"",""EP"",""Regional development""";;;;
"1153,06/07/10,""Rights of passengers in bus and coach transport - Recommendation for second reading-Draft legislative resolution : Amendments by the committee responsible – separate vote,amendment 15 - ordinary legislative procedure, second reading"",""+"",""EP"",""Transport & tourism""";;;;
"1154,06/07/10,""Reporting formalities for ships arriving in or departing from ports - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Transport & tourism""";;;;
"1155,06/07/10,""A sustainable future for transport - Motion for a resolution : Paragraph 41, after indent 4,amendment 4"",""-"",""EP"",""Transport & tourism""";;;;
"1156,17/06/10,""Securities to be offered to the public and harmonisation of transparency requirements (amendment of Directives 2003/71/EC and 2004/109/EC) - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1157,17/06/10,""A catch documentation programme for bluefin tuna (thunnus thynnus) - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"1158,17/06/10,""Application of the provisions of the Schengen acquis relating to the Schengen Information System in Bulgaria and Romania - Draft legislative resolution :   Vote: legislative resolution   - consultation"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1159,17/06/10,""Gender aspects of the economic downturn and financial crisis - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Gender equality""";;;;
"1160,17/06/10,""Assessment of the results of the 2006-2010 Roadmap for Equality between women and men and forward looking recommendations - Motion for a resolution : Paragraph 71"",""+"",""EP"",""Gender equality""";;;;
"1161,17/06/10,""Conclusions of the EU/Russia summit (31 May - 1 June) - Joint motion for a resolution : Paragraph 6,amendment 5"",""-"",""EP"",""Foreign & security policy""";;;;
"1162,17/06/10,""Israeli military operation against the humanitarian flotilla and the Gaza blockade - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1163,17/06/10,""Trade in goods used for torture - Joint motion for a resolution : After recital E,amendment 1"",""-"",""EP"",""International trade""";;;;
"1164,17/06/10,""Floods in Central European countries, in particular Poland, the Czech Republic, Slovakia and Hungary - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Environment & public health""";;;;
"1165,17/06/10,""A new impetus for the Strategy for the Sustainable Development of European Aquaculture - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Fisheries""";;;;
"1166,17/06/10,""Executions in Libya - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"1167,16/06/10,""Joint Baltic Sea Research and Development Programme (BONUS-169) - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Industry, research & energy""";;;;
"1168,16/06/10,""Structures for the management of the European satellite radio navigation programmes - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Industry, research & energy""";;;;
"1169,16/06/10,""European Earth observation programme (GMES) (2011–2013) - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Industry, research & energy""";;;;
"1170,16/06/10,""Authorising enhanced cooperation procedure regarding the law applicable to divorce and legal separation - Draft resolution : single vote - consent"",""+"",""EP"",""Legal affairs""";;;;
"1171,16/06/10,""Adoption by Estonia of the euro on 1 January 2011 - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1172,16/06/10,""Draft amending budget No 4/2010: Section III - Commission (2009 surplus) - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budget""";;;;
"1173,16/06/10,""2008 discharge: EU general budget, Council - Proposal for a decision  : vote: resolution (text as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"1174,16/06/10,""Rights to interpretation and translation in criminal proceedings - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1175,16/06/10,""The organisation of the working time of persons performing mobile road transport activities - Draft legislative resolution : Proposal to reject the Commission proposal ,amendment 1=29 - ordinary legislative procedure, first reading"",""+"",""EP"",""Employment & social affairs""";;;;
"1176,16/06/10,""Food information to consumers - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1177,16/06/10,""Preparations for the European Council meeting (17 June 2010)-EU 2020 - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"1178,16/06/10,""Preparations for the European Council meeting (17 June 2010)-Economic governance - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"1179,15/06/10,""European rail network for competitive freight - Draft legislative resolution : Text as a wholeBlock 1 – compromise amendment   ,amendment 83 rev/1 - ordinary legislative procedure, second reading"",""+"",""EP"",""Transport & tourism""";;;;
"1180,15/06/10,""EU financial contributions to the International Fund for Ireland (2007-2010) - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Regional development""";;;;
"1181,15/06/10,""European Globalisation Adjustment Fund: ES/Region of Valencia - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1182,15/06/10,""Transparency in regional policy and its funding - Motion for a resolution : single vote"",""+"",""EP"",""Regional development""";;;;
"1183,15/06/10,""Mobilisation of the European Globalisation Adjustment Fund: technical assistance at the initiative of the Commission - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1184,15/06/10,""Mobilisation of European Globalisation Adjustment Fund : ES/Castilla - La Mancha - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1185,15/06/10,""Mobilisation of European Globalisation Adjustment Fund : Ireland/Waterford Crystal - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1186,15/06/10,""Mandate for the trilogue on the 2011 Draft Budget - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budget""";;;;
"1187,15/06/10,""Internet of Things - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Industry, research & energy""";;;;
"1188,15/06/10,""Internet governance: the next steps - Motion for a resolution : Paragraph 6/1"",""+"",""EP"",""Industry, research & energy""";;;;
"1189,15/06/10,""Progress towards the achievement of the Millennium Development Goals: mid-term review in preparation of the UN high-level meeting in September 2010 - Motion for a resolution : single vote"",""+"",""EP"",""Development""";;;;
"1190,20/05/10,""Delivering a single market to consumers and citizens - Motion for a resolution : single vote"",""+"",""EP"",""Internal market & consumer protection""";;;;
"1191,20/05/10,""Community financial assistance with respect to the decommissioning of Units 1 to 4 of the Kozloduy Nuclear Power Plant in Bulgaria “Kozloduy Programme” - Draft legislative resolution : vote: legislative resolution  - consultation"",""+"",""EP"",""Industry, research & energy""";;;;
"1192,20/05/10,""Implementation of the synergies of research and innovation earmarked funds in Regulation (EC) No 1080/2006 concerning the European Fund of Regional Development and the Seventh Framework Programme for Research and Development - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Regional development""";;;;
"1193,20/05/10,""Long-term sustainability of public finances for a recovering economy - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1194,20/05/10,""Union for the Mediterranean - Motion for a resolution : Paragraph 4,amendment 3/1"",""-"",""EP"",""Foreign & security policy""";;;;
"1195,20/05/10,""Motions for resolutions concerning debates on cases of breaches of human rights, democracy and the rule of law-Burma - Joint motion for a resolution : single vote"",""+"",""EP"",""Foreign & security policy""";;;;
"1196,19/05/10,""Amending budget no 1/2010: Section I - Parliament - Motion for a resolution : vote: resolution (text as a whole)  ,amendment 0"",""+"",""EP"",""Budget""";;;;
"1197,19/05/10,""2008 discharge: EU general budget, Council - Proposal for a decision  : vote: decision (as a whole)"",""-"",""EP"",""Budgetary control""";;;;
"1198,19/05/10,""Standards of quality and safety of human organs intended for transplantation - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1199,19/05/10,""Parliament's calendar of part-sessions - 2011 - Plenary sitting agenda : Week 37,amendment 4"",""-"",""EP"",""Internal regulations of the EP""";;;;
"1200,19/05/10,""Food additives other than colours and sweeteners (bovine and/or porcine thrombin) - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Environment & public health""";;;;
"1201,18/05/10,""European Refugee Fund for the period 2008 to 2013 (amendment of Decision No 573/2007/EC)  - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1202,18/05/10,""Migration from the Schengen Information System (SIS 1+) to the second generation Schengen Information System (SIS II) (amendment of Regulation (EC) No 1104/2008) - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1203,18/05/10,""Migration from the Schengen Information System (SIS 1+) to the second generation Schengen Information System (SIS II) (amendment of Decision 2008/839/JHA) - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1204,18/05/10,""Equal treatment between men and women engaged in an activity in a self-employed capacity - Draft legislative resolution-Recommendation for second reading : Amendments by the committee responsible – block vote  ,amendment 1-17 - ordinary legislative procedure, second reading"",""+"",""EP"",""Gender equality""";;;;
"1205,18/05/10,""Textile names and related labelling of textile products - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Internal market & consumer protection""";;;;
"1206,18/05/10,""Macro-financial assistance for Ukraine - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""International trade""";;;;
"1207,18/05/10,""Specific measures for agriculture in the outermost regions of the Union (amendment of Regulation (EC) No 247/2006)  - Draft legislative resolution :   Vote: legislative resolution   - ordinary legislative procedure, first reading"",""+"",""EP"",""Agriculture""";;;;
"1208,18/05/10,""Simplification of the CAP - Motion for a resolution : Paragraph 12/1"",""+"",""EP"",""Agriculture""";;;;
"1209,06/05/10,""Decision not to convene a Convention for the revision of the Treaties with regard to transitional measures concerning the composition of the European Parliament - Draft decision : vote: decision (as a whole) - consent"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"1210,06/05/10,""Revision of the Treaties – Transitional measures concerning the composition of the European Parliament - Motion for a resolution : vote: resolution (text as a whole)   - consultation"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"1211,06/05/10,""Electric cars - Motion for a resolution : Paragraph 6,amendment 1rev"",""-"",""EP"",""Environment & public health""";;;;
"1212,06/05/10,""Commission White Paper: """"Adapting to climate change: Towards a European framework for action"""" - Motion for a resolution : Paragraph 52,amendment 2"",""+"",""EP"",""Environment & public health""";;;;
"1213,06/05/10,""Protection of the Communities' financial interests - Fight against fraud - Annual Report 2008 - Motion for a resolution : Paragraph 28,amendment 1D"",""-"",""EP"",""Budgetary control""";;;;
"1214,05/05/10,""2008 discharge: European Environment Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1215,05/05/10,""2008 discharge: European Chemicals Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1216,05/05/10,""2008 discharge: European Aviation Safety Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1217,05/05/10,""2008 discharge: European Centre for Disease Prevention and Control - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1218,05/05/10,""2008 discharge: European Agency for Reconstruction - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1219,05/05/10,""2008 discharge: Community Fisheries Control Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1220,05/05/10,""2008 discharge: European Centre for the Development of Vocational Training - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1221,05/05/10,""2008 discharge: Translation Centre for the Bodies of the European Union - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1222,05/05/10,""Common system of value added tax as regards the rules on invoicing - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1223,05/05/10,""Administrative cooperation and combating fraud in the field of value added tax (recast) - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"1224,05/05/10,""2008 discharge: European Food Safety Authority - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1225,05/05/10,""2008 discharge: European Monitoring Centre for Drugs and Drug Addiction - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1226,05/05/10,""2008 discharge: European Medicines Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1227,05/05/10,""2008 discharge: European Maritime Safety Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1228,05/05/10,""2008 discharge: European Network Information Security Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1229,05/05/10,""2008 discharge: European Railway Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1230,05/05/10,""2008 discharge: European Training Foundation - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1231,05/05/10,""2008 discharge: European Agency for Safety and Health at Work - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1232,05/05/10,""2008 discharge: Euratom Supply Agency - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1233,05/05/10,""2008 discharge: European Foundation for the Improvement of Living and Working Conditions - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1234,05/05/10,""2008 discharge: Eurojust - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1235,05/05/10,""2008 discharge: European Union Agency for Fundamental Rights - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1236,05/05/10,""2008 discharge: FRONTEX - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1237,05/05/10,""2008 discharge: European GNSS Supervisory Authority - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1238,05/05/10,""2008 discharge: European Joint Undertaking for ITER and the Development of Fusion Energy - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1239,05/05/10,""2008 discharge: SESAR joint undertaking (SJU) - Proposal for a decision  : single vote"",""+"",""EP"",""Budgetary control""";;;;
"1240,05/05/10,""Transportable pressure equipment - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Transport & tourism""";;;;
"1241,05/05/10,""Aviation security charges - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Transport & tourism""";;;;
"1242,05/05/10,""Community guidelines for the development of the trans-European transport network (recast) - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Transport & tourism""";;;;
"1243,05/05/10,""General provisions on the European Regional Development Fund, the European Social Fund and the Cohesion Fund as regards simplification of certain requirements and as regards certain provisions relating to financial management - Draft legislative resolution : vote: legislative resolution  - ordinary legislative procedure, first reading"",""+"",""EP"",""Regional development""";;;;
"1244,05/05/10,""Strategic goals and recommendations for the EU’s maritime transport policy until 2018 - Motion for a resolution : After paragraph 24,amendment 1"",""-"",""EP"",""Transport & tourism""";;;;
"1245,05/05/10,""Evaluation and assessment of the Animal Welfare Action Plan 2006-2010 - Motion for a resolution : Paragraph 9/3"",""+"",""EP"",""Agriculture""";;;;
"1246,05/05/10,""EU agriculture and climate change - Motion for a resolution : Paragraph 7"",""+"",""EP"",""Agriculture""";;;;
"1247,05/05/10,""2008 Discharge: EU general budget - Section III - Commission - Proposal for a decision  : Vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"1248,05/05/10,""2008 discharge: EU general budget, European Parliament - Proposal for a decision  : vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"1249,05/05/10,""2008 discharge: performance, financial management and control of agencies - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"1250,05/05/10,""2008 discharge: European Police College - Proposal for a decision  : Vote: decision (as a whole)"",""+"",""EP"",""Budgetary control""";;;;
"1251,05/05/10,""The EU strategy for relations with Latin America - Motion for a resolution : Paragraph 21,amendment 13"",""-"",""EP"",""Foreign & security policy""";;;;
"1252,05/05/10,""EU - Canada summit - Joint motion for a resolution : Paragraph 4,amendment 8"",""-"",""EP"",""Foreign & security policy""";;;;
"1253,05/05/10,""Motions for resolutions - Ban on use of cyanide mining technologies - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Industry, research & energy""";;;;
"1254,25/03/10,""A list of third countries, or parts of third countries, and animal and public health and veterinary certification conditions for importation into the Community of certain live animals and their fresh meat - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Environment & public health""";;;;
"1255,25/03/10,""Mobilisation of the European Globalisation Adjustment Fund: Lithuania/Manufacture of furniture - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1256,25/03/10,""Mobilisation of the European Globalisation Adjustment Fund: Lithuania/Manufacture of wearing apparel - Motion for a resolution : single vote"",""+"",""EP"",""Budget""";;;;
"1257,25/03/10,""Motions for resolutions - Second European Roma Summit - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"1258,25/03/10,""Priorities for the 2011 budget – Section III – Commission - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budget""";;;;
"1259,25/03/10,""Agricultural product quality policy: what strategy to follow? - Motion for a resolution : Paragraph 16,amendment 2"",""-"",""EP"",""Agriculture""";;;;
"1260,25/03/10,""The effects of the global financial and economic crisis on developing countries and on development cooperation - Motion for a resolution : Paragraph 7,amendment 7/2"",""+"",""EP"",""Development""";;;;
"1261,11/03/10,""Cuba - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
